Entropy,Episode
0.08550177572444108,8
0.08817263568913561,8
0.032091651362019406,8
0.04580202452394642,8
0.09871289850409055,8
0.08249737391802152,8
0.15052948428561153,8
0.08386317516899977,8
0.05899346171887271,8
0.148910282000079,8
0.10526309886692599,8
0.07661333042967959,8
0.16459373623245316,8
0.07538179883971471,8
0.09463091032796887,8
0.14264739779120122,8
0.05729887895861288,8
0.04626930624115481,8
0.05438745851663464,8
0.05199425302484092,8
0.06042754320464742,8
0.04461122349977028,8
0.053079651993534004,8
0.07561278176157935,9
0.041599701118691886,9
0.07989061432610174,9
0.08678964046665645,9
0.12490569945523403,9
0.08009874549320473,9
0.07040307368563557,9
0.235301156031398,9
0.09933062933804049,9
0.20679013746150288,9
0.07324309990288919,9
0.04210774954585641,9
0.17237879261751482,9
0.054531836016672226,9
0.12347013797713015,9
0.16517588846661724,9
0.047746287126898185,9
0.05871553663991201,9
0.05388459065522657,9
0.04494017545757207,9
0.06935038574334304,9
